Capital IQ Company Screening Report > [Financial Ratio Bot] Chemical companies test case,,,,,,,,,,,,,
,,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual],Exchanges [Primary Listing],Exchanges [Secondary Listings]
Commex Technology Limited (BSE:532342),BSE:532342,Information Technology (Primary),NM,-,NM,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),-
Commonwealth Bank of Australia (ASX:CBA),ASX:CBA,Financials (Primary), 26.9 , 101.5 , 2.35 , (4.59)  , 9.28 ,-,-,-,-,Australian Securities Exchange (ASX),"ASX:CBAPJ
Company: Commonwealth Bank of Australia
(IQT670613612) - Australian Securities Exchange (ASX)

DB:CWW
Company: Commonwealth Bank of Australia
(IQT49574773) - Deutsche Boerse AG (DB)

DB:CWW0
Company: Commonwealth Bank of Australia
(IQT670614477) - Deutsche Boerse AG (DB)

SWX:CBA
Company: Commonwealth Bank of Australia
(IQT253888095) - SIX Swiss Exchange (SWX)"
Comms Group Limited (ASX:CCG),ASX:CCG,Information Technology (Primary); Communication Services, 10.9 , 0.071 , 0.934 ,-, 8.1 , 2.37 , 8.99 , 1.08 , 8.4 ,Australian Securities Exchange (ASX),-
"CommScope Holding Company, Inc. (NasdaqGS:COMM)",NasdaqGS:COMM,Information Technology (Primary); Industrials,NM, 28.81 , 20.9 , 23.1 , (36.0)  , 1.73 , 13.7 , 0.602 , 87.4 ,Nasdaq Global Select (NasdaqGS),"DB:CM9
Company: CommScope Holding Company, Inc.
(IQT253302934) - Deutsche Boerse AG (DB)"
Communication & System Solution Public Company Limited (SET:CSS),SET:CSS,Industrials (Primary), 33.9 , 0.087 , 1.51 , (10.4)  , 4.39 , 1.59 , 4.32 , 1.05 , 11.6 ,The Stock Exchange of Thailand (SET),"SET:CSS-R
Company: Communication & System Solution Public Company Limited
(IQT244652159) - The Stock Exchange of Thailand (SET)"
"Communications Systems, Inc. (NasdaqGM:JCS)",NasdaqGM:JCS,Information Technology (Primary),NM, 8.97 , 1.35 , (17.7)  , (6.65)  , 5.01 , (2.14)  , 0.742 , 0.858 ,Nasdaq Global Market (NasdaqGM),-
Community & Workers of Jamaica Co-operative Credit Union Limited (JMSE:CWJDEFERREDA),JMSE:CWJDEFERREDA,Financials (Primary), 0.643 , 0.015 , 0.093 ,-,-,-,-,-,-,The Jamaica Stock Exchange (JMSE),-
"Community Bank System, Inc. (NYSE:CBU)",NYSE:CBU,Financials (Primary), 23.8 , 102.14 , 2.14 , 3.69 , 8.99 ,-,-,-,-,New York Stock Exchange (NYSE),"DB:CBY
Company: Community Bank System, Inc.
(IQT259865862) - Deutsche Boerse AG (DB)"
Community Bankers Trust Corporation (NasdaqCM:ESXB),NasdaqCM:ESXB,Financials (Primary), 12.6 , 15.35 , 1.51 , 7.12 , 12.7 ,-,-,-,-,Nasdaq Capital Market (NasdaqCM),"DB:44U
Company: Community Bankers Trust Corporation
(IQT652235460) - Deutsche Boerse AG (DB)"
"Community Health Systems, Inc. (NYSE:CYH)",NYSE:CYH,Health Care (Primary), 4.42 , 20.88 ,NM, (6.82)  ,NM, 1.51 , 9.43 , 0.746 , 108.9 ,New York Stock Exchange (NYSE),"DB:CG5
Company: Community Health Systems, Inc.
(IQT20166074) - Deutsche Boerse AG (DB)"
Community Healthcare Trust Incorporated (NYSE:CHCT),NYSE:CHCT,Real Estate (Primary), 58.2 , 64.3 , 2.48 , 24.8 , 4.96 , 2.95 , 70.7 , 0.123 , 34.4 ,New York Stock Exchange (NYSE),"DB:4U9
Company: Community Healthcare Trust Incorporated
(IQT670154806) - Deutsche Boerse AG (DB)"
"Community Trust Bancorp, Inc. (NasdaqGS:CTBI)",NasdaqGS:CTBI,Financials (Primary), 9.44 , 54.59 , 1.1 , 5.2 , 12.0 ,-,-,-,-,Nasdaq Global Select (NasdaqGS),-
Community West Bancshares (NasdaqGM:CWBC),NasdaqGM:CWBC,Financials (Primary), 11.9 , 17.95 , 1.25 , 4.87 , 11.1 ,-,-,-,-,Nasdaq Global Market (NasdaqGM),-
"Commvault Systems, Inc. (NasdaqGS:CVLT)",NasdaqGS:CVLT,Information Technology (Primary); Consumer Discretionary,NM, 108.77 , 9.63 , 1.14 , (7.68)  , 1.63 , 7.99 , 0.827 , 5.49 ,Nasdaq Global Select (NasdaqGS),"DB:D6I
Company: Commvault Systems, Inc.
(IQT50253388) - Deutsche Boerse AG (DB)

LSE:0A8N
Company: Commvault Systems, Inc.
(IQT708474022) - London Stock Exchange (LSE)"
Compagnia Immobiliare Azionaria S.p.A. (BIT:CIA),BIT:CIA,Real Estate (Primary); Financials; Industrials,NM, 0.167 , 0.539 , (24.8)  ,-,-, (79.6)  , 0.069 , 13.4 ,Borsa Italiana (BIT),"LSE:0DZ8
Company: Compagnia Immobiliare Azionaria S.p.A.
(IQT37874258) - London Stock Exchange (LSE)"
Compagnie Commerciale Belge NV (ENXTBR:001306870),ENXTBR:001306870,Financials (Primary), 20.3 ,-, 0.997 ,-,-,-,-,-,-,Euronext Brussels (ENXTBR),-
Compagnie d'Entreprises CFE SA (ENXTBR:CFEB),ENXTBR:CFEB,Industrials (Primary); Consumer Discretionary; Financials; Real Estate, 35.9 , 142.58 , 1.29 , 1.66 , 3.64 , 0.883 , 10.2 , 0.629 , 43.3 ,Euronext Brussels (ENXTBR),"DB:C70
Company: Compagnie d'Entreprises CFE SA
(IQT241137026) - Deutsche Boerse AG (DB)

LSE:0O2T
Company: Compagnie d'Entreprises CFE SA
(IQT37840033) - London Stock Exchange (LSE)"
Compagnie de Chemins de Fer Départementaux Société Anonyme (ENXTPA:MLCFD),ENXTPA:MLCFD,Industrials (Primary); Information Technology,NM,-, 0.998 , 13.7 , (2.69)  , 28.0 , (43.9)  , 0.029 , 19.6 ,Euronext Paris (ENXTPA),-
Compagnie de l'Odet (ENXTPA:ODET),ENXTPA:ODET,Industrials (Primary); Communication Services; Consumer Discretionary; Financials; Utilities, 23.6 ," 1,898.46 ", 1.3 , 9.55 , 6.44 , 0.696 , 9.85 , 0.429 , 35.6 ,Euronext Paris (ENXTPA),"BMV:ODET N
Company: Compagnie de l'Odet
(IQT407133628) - Bolsa Mexicana de Valores (BMV)

LSE:0OPN
Company: Compagnie de l'Odet
(IQT37874826) - London Stock Exchange (LSE)"
Compagnie de Saint-Gobain S.A. (ENXTPA:SGO),ENXTPA:SGO,Industrials (Primary); Materials; Materials, 66.0 , 88.58 , 1.66 , (2.24)  , 2.58 , 1.46 , 10.7 , 0.773 , 46.2 ,Euronext Paris (ENXTPA),"DB:GOB
Company: Compagnie de Saint-Gobain S.A.
(IQT20220908) - Deutsche Boerse AG (DB)

BIT:SGO
Company: Compagnie de Saint-Gobain S.A.
(IQT262550993) - Borsa Italiana (BIT)

BMV:SGO N
Company: Compagnie de Saint-Gobain S.A.
(IQT331961727) - Bolsa Mexicana de Valores (BMV)

SWX:GOB
Company: Compagnie de Saint-Gobain S.A.
(IQT20178933) - SIX Swiss Exchange (SWX)

XTRA:GOB
Company: Compagnie de Saint-Gobain S.A.
(IQT49116036) - XETRA Trading Platform (XTRA)"
Compagnie des Alpes SA (ENXTPA:CDA),ENXTPA:CDA,Consumer Discretionary (Primary); Industrials; Real Estate,NM, 21.95 , 0.607 , (39.0)  , (36.1)  , 0.736 , (57.0)  , 0.321 , 51.6 ,Euronext Paris (ENXTPA),"LSE:0N7N
Company: Compagnie des Alpes SA
(IQT37874243) - London Stock Exchange (LSE)"
Compagnie des Eaux de Royan (ENXTPA:MLEDR),ENXTPA:MLEDR,Utilities (Primary), 8.04 , 166.62 , 3.09 ,-,-,-,-,-,-,Euronext Paris (ENXTPA),-
Compagnie des Tramways de Rouen (ENXTPA:MLTRA),ENXTPA:MLTRA,Financials (Primary),-," 6,985.05 ",-,-, (0.3)  , 246.0 ,-,-,-,Euronext Paris (ENXTPA),-
Compagnie du Bois Sauvage SA (ENXTBR:COMB),ENXTBR:COMB,Financials (Primary); Real Estate, 43.8 , 600.78 , 1.26 , (4.69)  , 2.64 , 1.66 , 13.3 , 0.246 , 30.9 ,Euronext Brussels (ENXTBR),"LSE:0O9C
Company: Compagnie du Bois Sauvage SA
(IQT37874233) - London Stock Exchange (LSE)"
Compagnie du Cambodge (ENXTPA:CBDG),ENXTPA:CBDG,Communication Services (Primary); Industrials, 214.8 ," 10,256.95 ", 1.12 , 2.39 , 0.445 , 14.9 , 11.2 , 0.015 , 1.12 ,Euronext Paris (ENXTPA),-
Compagnie Du Mont-Blanc (ENXTPA:MLCMB),ENXTPA:MLCMB,Consumer Discretionary (Primary), 8.24 , 201.86 , 0.933 , 0.166 , 11.6 , 2.03 , 34.4 , 0.282 , 55.0 ,Euronext Paris (ENXTPA),-
Compagnie Financière de Neufcour S.A. (ENXTBR:MLNEU),ENXTBR:MLNEU,Real Estate (Primary),-, 20.98 ,-, 111.4 , 37.2 , 2.55 , 46.0 , 0.477 , 31.7 ,Euronext Brussels (ENXTBR),-
Compagnie Financière Richemont SA (SWX:CFR),SWX:CFR,Consumer Discretionary (Primary); Industrials, 44.6 , 165.14 , 3.29 , 6.07 , 7.34 , 2.61 , 16.5 , 0.399 , 43.2 ,SIX Swiss Exchange (SWX),"DB:RIT1
Company: Compagnie Financière Richemont SA
(IQT1672139493) - Deutsche Boerse AG (DB)

DB:RIU1
Company: Compagnie Financière Richemont SA
(IQT583410630) - Deutsche Boerse AG (DB)

BMV:CFRI N
Company: Compagnie Financière Richemont SA
(IQT307438385) - Bolsa Mexicana de Valores (BMV)

LSE:0QMU
Company: Compagnie Financière Richemont SA
(IQT259934776) - London Stock Exchange (LSE)

N/A
Company: Compagnie Financière Richemont SA
(IQT261091580) - XETRA Trading Platform (XTRA)"
Compagnie Financière Tradition SA (SWX:CFT),SWX:CFT,Financials (Primary), 12.1 , 168.06 , 2.2 , 3.83 , 18.1 , 1.91 ,-, 0.628 , 44.3 ,SIX Swiss Exchange (SWX),"DB:CFI
Company: Compagnie Financière Tradition SA
(IQT28699711) - Deutsche Boerse AG (DB)

LSE:0QL7
Company: Compagnie Financière Tradition SA
(IQT259934788) - London Stock Exchange (LSE)"
Compagnie Générale des Établissements Michelin Société en commandite par actions (ENXTPA:ML),ENXTPA:ML,Consumer Discretionary (Primary); Information Technology; Materials; Materials, 38.3 , 216.04 , 1.9 , (2.32)  , 4.83 , 1.83 , 16.6 , 0.647 , 40.9 ,Euronext Paris (ENXTPA),"DB:MCH1
Company: Compagnie Générale des Établissements Michelin Société en commandite par actions
(IQT634556166) - Deutsche Boerse AG (DB)

DB:MCH
Company: Compagnie Générale des Établissements Michelin Société en commandite par actions
(IQT109664981) - Deutsche Boerse AG (DB)

BMV:ML N
Company: Compagnie Générale des Établissements Michelin Société en commandite par actions
(IQT271739755) - Bolsa Mexicana de Valores (BMV)

SWX:ML
Company: Compagnie Générale des Établissements Michelin Société en commandite par actions
(IQT251724789) - SIX Swiss Exchange (SWX)

LSE:0OFM
Company: Compagnie Générale des Établissements Michelin Société en commandite par actions
(IQT26255558) - London Stock Exchange (LSE)"
Compagnie Industrielle et Financière d'Entreprises SA (ENXTPA:INFE),ENXTPA:INFE,Industrials (Primary); Real Estate,NM, 79.14 , 0.661 , 1.67 , 0.344 , 1.37 , 2.05 , 0.764 , 23.4 ,Euronext Paris (ENXTPA),-
Compagnie Internationale pour la Communication (SWX:CIE),SWX:CIE,Real Estate (Primary); Financials,NM, 5.09 ,NM,-,NM,-,-,-, 296.9 ,SIX Swiss Exchange (SWX),-
Compagnie Lebon (ENXTPA:LBON),ENXTPA:LBON,Financials (Primary); Consumer Discretionary; Real Estate,NM, 122.4 , 0.556 , 14.3 , (6.77)  , 1.28 , (8.83)  , 0.233 , 52.5 ,Euronext Paris (ENXTPA),"LSE:0OR0
Company: Compagnie Lebon
(IQT37941802) - London Stock Exchange (LSE)"
Compagnie Miniere Grecemar SA (ENXTPA:MLCMG),ENXTPA:MLCMG,Materials (Primary); Materials (Primary),NM,-, 32.9 ,-, (3.13)  , 0.027 ,-,-, 4.45 ,Euronext Paris (ENXTPA),-
Compagnie Plastic Omnium SA (ENXTPA:POM),ENXTPA:POM,Consumer Discretionary (Primary),NM, 42.78 , 2.12 , 3.21 , (11.8)  , 0.948 , 5.07 , 1.06 , 46.2 ,Euronext Paris (ENXTPA),"DB:EZM
Company: Compagnie Plastic Omnium SA
(IQT20344921) - Deutsche Boerse AG (DB)

SWX:POM
Company: Compagnie Plastic Omnium SA
(IQT321074086) - SIX Swiss Exchange (SWX)

LSE:0NW1
Company: Compagnie Plastic Omnium SA
(IQT38006144) - London Stock Exchange (LSE)"
"Compal Broadband Networks, Inc. (TWSE:6674)",TWSE:6674,Information Technology (Primary), 44.2 , 1.36 , 1.15 , (23.0)  , 2.56 , 2.19 , 2.65 , 1.01 , 0.953 ,Taiwan Stock Exchange (TWSE),-
"Compal Electronics, Inc. (TWSE:2324)",TWSE:2324,Information Technology (Primary); Consumer Discretionary; Financials; Health Care; Industrials; Materials; Materials, 8.58 , 1.06 , 0.945 , 8.25 , 11.4 , 1.26 , 1.7 , 2.47 , 49.9 ,Taiwan Stock Exchange (TWSE),"LSE:CEIR
Company: Compal Electronics, Inc.
(IQT27349882) - London Stock Exchange (LSE)"
Companhia Brasileira de Distribuição (BOVESPA:PCAR3),BOVESPA:PCAR3,Consumer Staples (Primary); Consumer Discretionary; Real Estate, 7.18 , 10.53 , 0.743 , 4.49 , 10.2 , 0.868 , 6.94 , 0.917 , 51.2 ,Bolsa de Valores de Sao Paulo (BOVESPA),"DB:C1B2
Company: Companhia Brasileira de Distribuição
(IQT25849113) - Deutsche Boerse AG (DB)

BMV:CBD N
Company: Companhia Brasileira de Distribuição
(IQT43591482) - Bolsa Mexicana de Valores (BMV)

NYSE:CBD
Company: Companhia Brasileira de Distribuição
(IQT2601989) - New York Stock Exchange (NYSE)"
Companhia Catarinense de Águas e Saneamento - CASAN (BOVESPA:CASN3),BOVESPA:CASN3,Utilities (Primary), 102.2 ,-, 8.55 , 3.14 , 8.76 , 0.969 , 29.1 , 0.312 , 53.3 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CASN4
Company: Companhia Catarinense de Águas e Saneamento - CASAN
(IQT20189225) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia CELG de Participações S/A (BOVESPA:GPAR3),BOVESPA:GPAR3,Utilities (Primary), 25.4 , 13.36 , 2.55 , 9.04 ,NM, 4.77 , 62.6 , 0.142 , 6.98 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Companhia de Fiação e Tecidos Cedro e Cachoeira S.A. (BOVESPA:CEDO4),BOVESPA:CEDO4,Consumer Discretionary (Primary),NM, 2.25 , 0.58 , 0.941 , (18.9)  , 0.934 , 2.96 , 0.87 , 61.0 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CEDO3
Company: Companhia de Fiação e Tecidos Cedro e Cachoeira S.A.
(IQT20158050) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia de Gás de São Paulo - COMGÁS (BOVESPA:CGAS5),BOVESPA:CGAS5,Utilities (Primary), 16.0 , 41.67 , 21.5 , 12.6 , 149.2 , 1.84 , 27.0 , 0.872 , 92.3 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CGAS3
Company: Companhia de Gás de São Paulo - COMGÁS
(IQT20183325) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia de Locação das Américas (BOVESPA:LCAM3),BOVESPA:LCAM3,Industrials (Primary); Consumer Discretionary; Financials, 26.8 , 7.45 , 3.17 , 66.1 , 12.6 , 1.28 , 25.1 , 0.438 , 63.5 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Companhia de Participações Aliança da Bahia (BOVESPA:PEAB4),BOVESPA:PEAB4,Industrials (Primary); Consumer Staples; Health Care; Real Estate, 1.85 , 19.21 , 1.55 , (20.7)  , 87.9 , 24.6 , (9.63)  , 0.229 ,-,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:PEAB3
Company: Companhia de Participações Aliança da Bahia
(IQT20185754) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia de Saneamento Básico do Estado de São Paulo - SABESP (BOVESPA:SBSP3),BOVESPA:SBSP3,Utilities (Primary); Industrials, 12.1 , 10.28 , 1.11 , 7.71 , 9.62 , 1.01 , 35.4 , 0.367 , 43.1 ,Bolsa de Valores de Sao Paulo (BOVESPA),"DB:SAJA
Company: Companhia de Saneamento Básico do Estado de São Paulo - SABESP
(IQT20108847) - Deutsche Boerse AG (DB)

BMV:SBS N
Company: Companhia de Saneamento Básico do Estado de São Paulo - SABESP
(IQT275241388) - Bolsa Mexicana de Valores (BMV)

NYSE:SBS
Company: Companhia de Saneamento Básico do Estado de São Paulo - SABESP
(IQT2602005) - New York Stock Exchange (NYSE)"
Companhia de Saneamento de Minas Gerais (BOVESPA:CSMG3),BOVESPA:CSMG3,Utilities (Primary); Industrials, 6.95 , 4.32 , 0.92 , 7.25 , 13.0 , 1.26 , 35.5 , 0.459 , 37.3 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Companhia de Saneamento do Paraná - SANEPAR (BOVESPA:SAPR4),BOVESPA:SAPR4,Utilities (Primary); Industrials, 6.52 , 1.14 , 0.895 , 6.63 , 14.5 , 1.6 , 39.5 , 0.382 , 34.4 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:SAPR11
Company: Companhia de Saneamento do Paraná - SANEPAR
(IQT541689473) - Bolsa de Valores de Sao Paulo (BOVESPA)

BOVESPA:SAPR3
Company: Companhia de Saneamento do Paraná - SANEPAR
(IQT40600120) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia de Seguros Alianca da Bahia (BOVESPA:CSAB4),BOVESPA:CSAB4,Financials (Primary), 7.47 , 12.83 , 2.21 , (51.9)  , 31.4 , 2.18 , (120.5)  , 0.018 ,-,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CSAB3
Company: Companhia de Seguros Alianca da Bahia
(IQT20158206) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia de Tecidos Norte de Minas (BOVESPA:CTNM4),BOVESPA:CTNM4,Consumer Discretionary (Primary),NM, 1.87 , 0.252 , 9.5 , (10.2)  , 1.09 , 7.34 , 0.461 , 57.0 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CTNM3
Company: Companhia de Tecidos Norte de Minas
(IQT20189111) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia Distribuidora de Gás do Rio de Janeiro - CEG (BOVESPA:CEGR3),BOVESPA:CEGR3,Utilities (Primary); Industrials, 46.9 , 16.57 , 11.9 , (7.42)  , 29.7 , 1.3 , 22.3 , 0.957 , 49.9 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Companhia Energética de Brasília - CEB (BOVESPA:CEBR5),BOVESPA:CEBR5,Utilities (Primary); Energy; Industrials, 2.32 , 52.49 , 1.51 , (54.4)  , 79.8 , 2.3 , 37.6 , 0.068 , 9.78 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CEBR6
Company: Companhia Energética de Brasília - CEB
(IQT35035128) - Bolsa de Valores de Sao Paulo (BOVESPA)

BOVESPA:CEBR3
Company: Companhia Energética de Brasília - CEB
(IQT35035126) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia Energética de Minas Gerais (BOVESPA:CMIG4),BOVESPA:CMIG4,Utilities (Primary); Communication Services; Information Technology, 6.37 , 3.39 , 1.19 , 6.4 , 19.9 , 1.62 , 21.2 , 0.482 , 46.6 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CMIG3
Company: Companhia Energética de Minas Gerais
(IQT34687768) - Bolsa de Valores de Sao Paulo (BOVESPA)

DB:CIDS
Company: Companhia Energética de Minas Gerais
(IQT670581565) - Deutsche Boerse AG (DB)

DB:CID
Company: Companhia Energética de Minas Gerais
(IQT115279783) - Deutsche Boerse AG (DB)

BMV:CIG N
Company: Companhia Energética de Minas Gerais
(IQT58952180) - Bolsa Mexicana de Valores (BMV)

NYSE:CIG.C
Company: Companhia Energética de Minas Gerais
(IQT34922952) - New York Stock Exchange (NYSE)"
Companhia Energética de Pernambuco - CELPE (BOVESPA:CEPE5),BOVESPA:CEPE5,Utilities (Primary), 7.38 , 7.46 , 1.15 , 9.85 , 16.1 , 1.29 , 13.0 , 0.709 , 76.3 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CEPE3
Company: Companhia Energética de Pernambuco - CELPE
(IQT20189116) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia Energética do Ceará - Coelce (BOVESPA:COCE5),BOVESPA:COCE5,Utilities (Primary), 17.3 , 15.92 , 1.41 , 8.94 , 8.28 , 1.09 , 12.3 , 0.651 , 43.6 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:COCE3
Company: Companhia Energética do Ceará - Coelce
(IQT34684380) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia Energética do Rio Grande do Norte - COSERN (BOVESPA:CSRN3),BOVESPA:CSRN3,Utilities (Primary), 9.53 , 5.95 , 2.48 , 9.58 , 30.0 , 1.9 , 20.9 , 0.644 , 56.2 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CSRN6
Company: Companhia Energética do Rio Grande do Norte - COSERN
(IQT20119964) - Bolsa de Valores de Sao Paulo (BOVESPA)

BOVESPA:CSRN5
Company: Companhia Energética do Rio Grande do Norte - COSERN
(IQT20119963) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia Estadual de Distribuição de Energia Elétrica (BOVESPA:CEED3),BOVESPA:CEED3,Utilities (Primary),NM, 16.71 ,NM, 5.6 ,NM, 0.61 , (6.07)  , 0.856 ,NM,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CEED4
Company: Companhia Estadual de Distribuição de Energia Elétrica
(IQT34025352) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT (BOVESPA:EEEL3),BOVESPA:EEEL3,Utilities (Primary), 13.3 ,-, 2.04 , 10.5 , 16.1 , 3.41 , 132.9 , 0.244 , 21.4 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:EEEL4
Company: Companhia Estadual de Geração e Transmissão de Energia Elétrica - CEEE-GT
(IQT20183328) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia Habitasul de Participações (BOVESPA:HBTS5),BOVESPA:HBTS5,Industrials (Primary); Consumer Discretionary; Materials; Materials; Real Estate, 129.2 , 15.15 , 1.71 , 57.9 , 1.49 , 0.839 , 7.93 , 0.08 , 31.7 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Companhia Melhoramentos de São Paulo (BOVESPA:MSPA3),BOVESPA:MSPA3,Communication Services (Primary); Consumer Discretionary; Materials; Materials; Real Estate,NM,-, 0.374 , (8.82)  , (5.62)  , 1.57 , (39.1)  , 0.071 , 9.91 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:MSPA4
Company: Companhia Melhoramentos de São Paulo
(IQT20158200) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhia Paranaense de Energia - COPEL (BOVESPA:CPLE6),BOVESPA:CPLE6,Utilities (Primary), 4.11 , 1.64 , 0.869 , 11.6 , 21.7 , 1.12 , 26.3 , 0.438 , 33.2 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CPLE11
Company: Companhia Paranaense de Energia - COPEL
(IQT670675488) - Bolsa de Valores de Sao Paulo (BOVESPA)

DB:ELP1
Company: Companhia Paranaense de Energia - COPEL
(IQT114870707) - Deutsche Boerse AG (DB)

DB:ELPA
Company: Companhia Paranaense de Energia - COPEL
(IQT21821119) - Deutsche Boerse AG (DB)

BMV:ELP1 N
Company: Companhia Paranaense de Energia - COPEL
(IQT51642229) - Bolsa Mexicana de Valores (BMV)

BME:XCOPO
Company: Companhia Paranaense de Energia - COPEL
(IQT712831706) - Bolsas y Mercados Espanoles (BME)"
Companhia Siderúrgica Nacional (BOVESPA:CSNA3),BOVESPA:CSNA3,Materials (Primary); Materials (Primary); Industrials; Utilities, 5.78 , 11.62 , 4.18 , 24.1 , 99.7 , 1.8 , 35.0 , 0.528 , 76.1 ,Bolsa de Valores de Sao Paulo (BOVESPA),"DB:CQWA
Company: Companhia Siderúrgica Nacional
(IQT22612127) - Deutsche Boerse AG (DB)

BMV:SID N
Company: Companhia Siderúrgica Nacional
(IQT45350745) - Bolsa Mexicana de Valores (BMV)

NYSE:SID
Company: Companhia Siderúrgica Nacional
(IQT2601991) - New York Stock Exchange (NYSE)"
Companhia Tecidos Santanense Ltda. (BOVESPA:CTSA4),BOVESPA:CTSA4,Consumer Discretionary (Primary),NM, 0.793 , 1.14 , 5.24 , (1.42)  , 0.931 , 5.61 , 0.759 , 49.9 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CTSA3
Company: Companhia Tecidos Santanense Ltda.
(IQT20188910) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Companhiade Eletricidade do Estado da Bahia - COELBA (BOVESPA:CEEB3),BOVESPA:CEEB3,Utilities (Primary), 8.14 , 10.82 , 1.62 , 12.7 , 21.5 , 1.41 , 21.4 , 0.566 , 56.2 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:CEEB5
Company: Companhiade Eletricidade do Estado da Bahia - COELBA
(IQT20188991) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Compañía Cervecerías Unidas S.A. (SNSE:CCU),SNSE:CCU,Consumer Staples (Primary); Consumer Discretionary, 20.9 , 13.25 , 2.05 , 3.63 , 9.84 , 1.82 , 15.9 , 0.761 , 26.1 ,-,"DB:CVU
Company: Compañía Cervecerías Unidas S.A.
(IQT99145369) - Deutsche Boerse AG (DB)

NYSE:CCU
Company: Compañía Cervecerías Unidas S.A.
(IQT2602037) - New York Stock Exchange (NYSE)"
"Compañía de Distribución Integral Logista Holdings, S.A. (BME:LOG)",BME:LOG,Industrials (Primary); Consumer Discretionary; Health Care; Information Technology, 12.9 , 27.4 , 4.69 , 4.59 , 37.1 , 0.873 , 3.06 , 1.41 , 30.5 ,Bolsas y Mercados Espanoles (BME),"DB:5CI
Company: Compañía de Distribución Integral Logista Holdings, S.A.
(IQT268307273) - Deutsche Boerse AG (DB)

BMV:LOG N
Company: Compañía de Distribución Integral Logista Holdings, S.A.
(IQT652252812) - Bolsa Mexicana de Valores (BMV)

LSE:0QWA
Company: Compañía de Distribución Integral Logista Holdings, S.A.
(IQT268934638) - London Stock Exchange (LSE)"
Compañía de Minas Buenaventura S.A.A. (NYSE:BVN),NYSE:BVN,Materials (Primary); Materials (Primary); Financials; Industrials; Utilities,NM, 12.21 , 0.892 , (17.0)  , (2.02)  , 1.64 , 26.4 , 0.167 , 17.7 ,New York Stock Exchange (NYSE),"DB:MBU
Company: Compañía de Minas Buenaventura S.A.A.
(IQT20180782) - Deutsche Boerse AG (DB)

BMV:BVN N
Company: Compañía de Minas Buenaventura S.A.A.
(IQT129369087) - Bolsa Mexicana de Valores (BMV)"
"Compañia De Tranvias De Gijon, SICAV, S.A. (BME:S2869)",BME:S2869,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
